id,belongs_to_collection,budget,genres,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,runtime,spoken_languages,status,tagline,title,Keywords,cast,crew,revenue,popularity2,rating,totalVotes,sequel,release_year,release_month,release_day,release_dayofweek,num_of_keywords,all_keywords,keyword_woman director,keyword_independent film,keyword_duringcreditsstinger,keyword_murder,keyword_based on novel,keyword_violence,keyword_sport,keyword_biography,keyword_aftercreditsstinger,keyword_dystopia,num_of_languages,all_languages,language_English,language_Français,language_Español,language_Deutsch,language_Pусский,Comedy,Drama,Family,Romance,Thriller,Action,Animation,Adventure,Horror,Documentary,Music,Crime,Science Fiction,Mystery,Foreign,Fantasy,War,Western,History,TV Movie
1705,,42000000,"['Fantasy', 'Thriller', 'Horror']",http://www.redridinghoodmovie.com/,tt1486185,en,Red Riding Hood,"Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man ‚Äì who is wealthy. Unwilling to lose each other, Valerie and Peter plan to run away together when they learn that Valerie's older sister has been killed by a werewolf that prowls the dark forest surrounding their village. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon, to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them.",10.174298,/btUc7lekzeRjEFzxhKwW0l3kdJn.jpg,"['Appian Way', 'Warner Bros.', 'Random Films']","['Canada', 'United States of America']",3/11/2011,100.0,['English'],Released,Who's afraid?,Red Riding Hood,"['winter', 'fantasy', 'fairy tale', 'hood', 'werewolf', 'aftercreditsstinger', 'duringcreditsstinger', 'woman director', 'red riding hood']","['Amanda Seyfried', 'Gary Oldman', 'Billy Burke']",['Catherine Hardwicke'],89162162,9.435,5.9,1736.0,0,2011,3,11,4,9,aftercreditsstinger duringcreditsstinger fairy tale fantasy hood red riding hood werewolf winter woman director,1,0,1,0,0,0,0,0,1,0,1,English,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1706,,0,['Drama'],,tt0090203,en,The Trip to Bountiful,"Carrie Watts is living the twilight of her life trapped in an apartment in 1940's Houston, Texas with a controlling daughter-in-law and a hen-pecked son. Her fondest wish -- just once before she dies -- is to revisit Bountiful, the small Texas town of her youth which she still refers to as ""home.""",1.2106270000000001,/taCCh71ujnnebpcUD709wnnmyCb.jpg,"['FilmDallas Pictures', 'Bountiful Film Partners']",['United States of America'],12/20/1985,108.0,['English'],Released,,The Trip to Bountiful,"['escape', 'senior citizen', 'daughter‚Äìin‚Äìlaw']","['Geraldine Page', 'John Heard', 'Carlin Glynn']",['Peter Masterson'],7218340,1.515,7.4,16.0,0,1985,12,20,4,3,daughter‚Äìin‚Äìlaw escape senior citizen,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,,0,['Western'],,tt0053221,en,Rio Bravo,"The sheriff of a small town in southwest Texas must keep custody of a murderer whose brother, a powerful rancher, is trying to help him escape. After a friend is killed trying to muster support for him, he and his deputies - a disgraced drunk and a cantankerous old cripple - must find a way to hold out against the rancher's hired guns until the marshal arrives. In the meantime, matters are complicated by the presence of a young gunslinger - and a mysterious beauty who just came in on the last stagecoach.",10.847383,/x0XFYNOAPROkYaYG8CeS75BJXxC.jpg,['Warner Bros.'],['United States of America'],3/17/1959,141.0,"['English', 'Español']",Released,They fought back to back...No quarter given...No quarter asked...No way in...No way out...of Rio Bravo,Rio Bravo,"['sheriff', 'small town', 'gun', 'marshal', 'deputy', 'murder', 'jail', 'stagecoach', 'gambler', 'cripple', 'gunfighter', 'two guns belt']","['John Wayne', 'Dean Martin', 'Ricky Nelson']",['Howard Hawks'],5800000,9.229,7.9,446.0,0,1959,3,17,1,12,cripple deputy gambler gun gunfighter jail marshal murder sheriff small town stagecoach two guns belt,0,0,0,1,0,0,0,0,0,0,2,English Español,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1708,,20000000,"['Comedy', 'Romance']",,tt0295289,en,A Guy Thing,"Paul Morse is a good guy. When his friends throw him a wild bachelor party, he just wants to keep his conscience clean -- which is why he's shocked when he wakes up in bed with a beautiful girl named Becky and can't remember the night before. Desperate to keep his fianc√©e, Karen, from finding out what may or may not be the truth, he tells her a teensy lie. Soon his lies are spiraling out of control and his life is a series of comical misunderstandings.",4.444724,/lpv86hQftikE2ecb1OPYFFMr98r.jpg,"['Metro-Goldwyn-Mayer (MGM)', 'David Ladd Films']",['United States of America'],1/17/2003,101.0,['English'],Released,Boy meets girl. Boy meets girl's cousin.,A Guy Thing,"['infidelity', 'bachelor', 'blackmail', 'fantasy', 'truth', 'party', 'liar', 'friends', 'misunderstanding', 'wedding', 'fianc√©e']","['Jason Lee', 'Julia Stiles', 'Selma Blair']",['Chris Koch'],17432163,7.26,5.5,134.0,0,2003,1,17,4,11,bachelor blackmail fantasy fianc√©e friends infidelity liar misunderstanding party truth wedding,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,,120000000,"['Comedy', 'Drama', 'Romance']",http://www.howdoyouknow-movie.com/,tt1341188,en,How Do You Know,"After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.",5.458387,/5gwKI65TnSAT9PI2iFWZXpmTZ3C.jpg,"['Columbia Pictures', 'Gracie Films', 'Road Rebel']",['United States of America'],12/17/2010,121.0,['English'],Released,How do you know it's love?,How Do You Know,"['love triangle', 'baseball', 'athlete', 'aftercreditsstinger']","['Reese Witherspoon', 'Paul Rudd', 'Owen Wilson']",['James L. Brooks'],48668907,8.209,5.1,401.0,0,2010,12,17,4,4,aftercreditsstinger athlete baseball love triangle,0,0,0,0,0,0,0,0,1,0,1,English,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,,45000000,"['Romance', 'Comedy', 'Family']",,tt0384642,en,Kicking & Screaming,"Phil Weston has been unathletic his entire life. In college he failed at every sport that he tried out for. It looks like his 10-year old son, Sam, is following in his footsteps. But with becoming the coach of The Soccers, an already successful soccer team, everything changes.",9.875573,/dUuB69V9QTbvRFCasweftCQwiV.jpg,['Universal Pictures'],['United States of America'],5/13/2005,95.0,"['English', 'Italiano']",Released,One man could lead this team to glory. . . That man was busy,Kicking & Screaming,"['father son relationship', 'generations confilct', 'sport', 'amateur soccer', 'soccer coach']","['Will Ferrell', 'Robert Duvall', 'Kate Walsh']",['Jesse Dylan'],56070433,6.081,5.6,265.0,0,2005,5,13,4,5,amateur soccer father son relationship generations confilct soccer coach sport,0,0,0,0,0,0,1,0,0,0,2,English Italiano,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,,15000000,"['Action', 'Comedy', 'Drama', 'War']",,tt0091187,en,Heartbreak Ridge,"A hard-nosed, hard-living Marine gunnery sergeant clashes with his superiors and his ex-wife as he takes command of a spoiled recon platoon with a bad attitude.",7.390012,/hbKkfRpjtoCYabxEmhklM6MhF7g.jpg,"['Malpaso Productions', 'Jay Weston Productions']",['United States of America'],12/15/1986,130.0,"['Español', 'English']",Released,...the scars run deep.,Heartbreak Ridge,"['recruit', 'officer', 'battle assignment', 'marine', 'platoon', 'combat']","['Clint Eastwood', 'Marsha Mason', 'Everett McGill']",['Clint Eastwood'],42724017,8.101,6.7,396.0,0,1986,12,15,0,6,battle assignment combat marine officer platoon recruit,0,0,0,0,0,0,0,0,0,0,2,English Español,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1712,,1000000,['Horror'],,tt3177316,en,Honeymoon,A newlywed couple finds their lake-country honeymoon descend into chaos after Paul finds Bea wandering and disoriented in the middle of the night.,6.107378,/5jZRisBShiBpsH2k5rDYGEl9fSh.jpg,['Fewlas Entertainment'],['United States of America'],9/12/2014,87.0,['English'],Released,After the ceremony comes the ritual.,Honeymoon,"['lake', 'honeymoon', 'woods', 'sleepwalking', 'woman director', 'mumblegore']","['Rose Leslie', 'Harry Treadaway', 'Ben Huber']",['Leigh Janiak'],9318,6.062,5.4,363.0,0,2014,9,12,4,6,honeymoon lake mumblegore sleepwalking woman director woods,1,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1713,,50000000,"['Mystery', 'Thriller', 'Drama']",,tt0371257,en,Stay,"Psychiatrist Sam Foster has a new patient, Henry Letham, who claims to be suicidal. In trying to diagnose him, Sam visits Henry's prior therapist and also finds Henry's mother -- even though Henry has said that he murdered both of his parents. As reality starts to contradict fact, Sam spirals into an unstable mental state. Then he finds a clue as to how and when Henry may try to kill himself, and races to try to stop him.",6.572049000000001,/gseatc9N1a4zsaHC4cda7txOiAZ.jpg,"['Regency Enterprises', 'Epsilon Motion Pictures', 'New Regency Pictures']",['United States of America'],9/24/2005,99.0,['English'],Released,Between the worlds of the living and the dead there is a place you're not supposed to stay.,Stay,"['suicide attempt', 'time warp', 'loss of sense of reality', 'student', 'psychiatrist', 'parallel world']","['Ewan McGregor', 'Ryan Gosling', 'Naomi Watts']",['Marc Forster'],8342132,5.763999999999999,6.6,579.0,0,2005,9,24,5,6,loss of sense of reality parallel world psychiatrist student suicide attempt time warp,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1714,,0,"['Action', 'Thriller']",,tt0292506,en,The Recruit,"A brilliant CIA trainee must prove his worth at the Farm, the agency's secret training grounds, where he learns to watch his back and trust no one.",11.485472999999999,/hQuFWLIKUwWUWYhk6KHsBOKKeHc.jpg,['Birnbaum / Barber Productions'],['United States of America'],1/31/2003,115.0,"['English', 'فارسی', 'Pусский']",Released,Trust. Betrayal. Deception. In the C.I.A. nothing is what it seems.,The Recruit,"['spy', 'cia', 'extramarital affair']","['Al Pacino', 'Colin Farrell', 'Bridget Moynahan']",['Roger Donaldson'],101191884,8.738,6.3,822.0,0,2003,1,31,4,3,cia extramarital affair spy,0,0,0,0,0,0,0,0,0,0,3,English Pусский فارسی,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,,5000000,"['Comedy', 'Documentary']",,tt0084156,en,It Came from Hollywood,"Dan Ackroyd, John Candy, Gilda Radner and Cheech and Chong present this compilation of classic bad films from the 50's, 60's and 70's. Special features on gorilla pictures, anti-marijuana films and a special tribute to the worst film maker of all-time, Ed Wood.",1.629796,/7MEflXzbne5jzOalnM7Q3LY1Cgj.jpg,['Paramount Pictures'],['United States of America'],12/10/1982,80.0,['English'],Released,We're going to make you LAUGH.,It Came from Hollywood,"['film making', 'narration', 'b movie']","['Dan Aykroyd', 'John Candy', 'Cheech Marin']","['Andrew Solt', 'Malcolm Leo']",2091037,1.591,5.9,13.0,0,1982,12,10,4,3,b movie film making narration,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1716,"[{'id': 173710, 'name': 'Planet of the Apes (Reboot) Collection', 'poster_path': '/qQrEMycfVN2gRlKTLWGn0QdOnSk.jpg', 'backdrop_path': '/mepJpyqVtD6P65vgCU1ngGFEjs5.jpg'}]",152000000,"['Drama', 'Science Fiction', 'War']",http://www.foxmovies.com/movies/war-for-the-planet-of-the-apes,tt3450958,en,War for the Planet of the Apes,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.",146.161786,/3vYhLLxrTtZLysXtIWktmd57Snv.jpg,['Chernin Entertainment'],"['Canada', 'United States of America']",7/11/2017,140.0,['English'],Released,For freedom. For family. For the planet.,War for the Planet of the Apes,"['based on novel', 'sequel', 'talking animal', 'ape']","['Andy Serkis', 'Woody Harrelson', 'Steve Zahn']",['Matt Reeves'],369907963,29.36,7.0,4931.0,1,2017,7,11,1,4,ape based on novel sequel talking animal,0,0,0,0,1,0,0,0,0,0,1,English,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1717,,0,"['Drama', 'Action', 'Thriller', 'Crime']",http://www.filminfocus.com/focusfeatures/film/sin_nombre,tt1127715,es,Sin Nombre,"Set on the border, where Mexico becomes the crucible and the fearsome gangs of today‚Äôs Mexican countryside, the gauntlet, to freedom. The stories of a girl living in Honduras and hungering for a brighter future, and two teen gang members, for whom the Mara Salvatrucha is near their entire universe, become interlaced on the train to the border, a journey that will determine the future of their lives",5.435993,/ktzyg31ibW2MWTZh4KpKMCgtgt6.jpg,['Universal Studios'],['Mexico'],3/20/2009,96.0,"['Polski', 'Español']",Released,The greatest sin of all is risking nothing.,Sin Nombre,"['rape', 'river', 'child murderer', 'shower', 'illegal immigration', 'freight train', 'kiss', 'travel', 'gang']","['Paulina GaitaÃÅn', 'Edgar Flores', 'Kristyan Ferrer']",['Cary Fukunaga'],5101756,5.011,7.4,214.0,0,2009,3,20,4,9,child murderer freight train gang illegal immigration kiss rape river shower travel,0,0,0,1,0,0,0,0,0,0,2,Español Polski,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1718,"[{'id': 5547, 'name': 'RoboCop Collection', 'poster_path': '/foJBQb9oEOH0mGh77tXyoxXCfzU.jpg', 'backdrop_path': '/azQScQWHpz5puIV4YeCcqgiT9Tn.jpg'}]",120000000,"['Action', 'Science Fiction']",http://www.robocop.com,tt1234721,en,RoboCop,"In RoboCop, the year is 2028 and multinational conglomerate OmniCorp is at the center of robot technology.  Overseas, their drones have been used by the military for years, but have been forbidden for law enforcement in America.  Now OmniCorp wants to bring their controversial technology to the home front, and they see a golden opportunity to do it.  When Alex Murphy ‚Äì a loving husband, father and good cop doing his best to stem the tide of crime and corruption in Detroit ‚Äì is critically injured, OmniCorp sees their chance to build a part-man, part-robot police officer.  OmniCorp envisions a RoboCop in every city and even more billions for their shareholders, but they never counted on one thing: there is still a man inside the machine.",10.246549,/hFQcC5eSSHqJfk70RdgrMMxGuYt.jpg,"['Columbia Pictures', 'Strike Entertainment', 'Metro-Goldwyn-Mayer (MGM)']","['Canada', 'United States of America']",1/30/2014,102.0,['English'],Released,We've got the future under control.,RoboCop,"['cyborg', 'future', 'dystopia', 'police', 'remake', 'violence', 'detroit']","['Joel Kinnaman', 'Gary Oldman', 'Michael Keaton']",['Jos√© Padilha'],242688965,13.194,5.8,3221.0,1,2014,1,30,3,7,cyborg detroit dystopia future police remake violence,0,0,0,0,0,1,0,0,0,1,1,English,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1719,,3347850,['Comedy'],,tt1680058,it,Boris - Il film,A director and his crew attempt to make the transition from the small to the big screen.,2.906503,/wN6G9XedVaBnpsO290eBl5Gvudq.jpg,"['Rai Cinema', 'Wildside Media']",['Italy'],4/1/2011,108.0,['Italiano'],Released,"Dopo ""Lo Squalo"" un altro gigante del cinema.",Boris - Il film,"['satire', 'grotesque']","['Francesco Pannofino', 'Caterina Guzzanti', 'Pietro Sermonti']","['Giacomo Ciarrapico', 'Mattia Torre', 'Luca Vendruscolo']",1248748,5.319,7.0,194.0,0,2011,4,1,4,2,grotesque satire,0,0,0,0,0,0,0,0,0,0,1,Italiano,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,,4437508,"['Drama', 'Romance', 'Comedy']",http://www.utvgroup.com/motion-pictures/coming-soon/barfii.html,tt2082197,hi,Barfi!,"He is cute. He's shrewd. The girls love him. The cops hate him. He can't speak but is always talked about. His naughty antics will make you scream, but he will never listen. Cos he can't! Next summer ride a rollercoaster of emotions with Barfii - the Chalu Chaplin!",3.7790769999999996,/b3r3IT5GxXIh2cAIz9BcYivjTn3.jpg,['UTV Motion Pictures'],['India'],9/14/2012,155.0,['हिन्दी'],Released,,Barfi,['autism'],"['Priyanka Chopra', 'Ranbir Kapoor', ""Ileana D'Cruz""]",['Anurag Basu'],2804874,5.821000000000001,7.5,127.0,0,2012,9,14,4,1,autism,0,0,0,0,0,0,0,0,0,0,1,हिन्दी,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1721,"[{'id': 86307, 'name': 'Cocoon Collection', 'poster_path': '/qKtNXCcY3DMJ8T7cs47yDwpU5fT.jpg', 'backdrop_path': '/o32F4wuQJPBnP5FVkOGP9DxGYJI.jpg'}]",0,"['Comedy', 'Drama', 'Science Fiction']",,tt0088933,en,Cocoon,"A group of aliens return to earth to take back some cocoons of their people they left behind from an earlier trip. They kept the recovered cocoons in the swimming pool of a house they rented in a small Florida town. Their mission is hampered by a number of old people from an elderly home nearby, who have been secretly using the pool and discovering the unusual power of these cocoons.",5.773276999999999,/foIhEPQoqDctfwsHmmYwbNz5A2g.jpg,"['Twentieth Century Fox Film Corporation', 'SLM Production Group', 'Zanuck/Brown Productions']",['United States of America'],6/21/1985,117.0,['English'],Released,"Beyond the innocence of youth, and the wisdom of age, lies the wonder of... Cocoon",Cocoon,"['swimming pool', 'alien', 'tears', 'police car', 'mahjong', 'boat trouble', 'siren', 'cocoon', 'senior citizen', 'retirement community', 'giving away money', 'retirement home', 'trespass', 'defibrillation', 'charter boat', 'elderly', 'space and aliens', 'benign alien', 'golden years', 'rejuvenate']","['Steve Guttenberg', 'Tahnee Welch', 'Brian Dennehy']",['Ron Howard'],85313124,7.771,6.5,532.0,1,1985,6,21,4,20,alien benign alien boat trouble charter boat cocoon defibrillation elderly giving away money golden years mahjong police car rejuvenate retirement community retirement home senior citizen siren space and aliens swimming pool tears trespass,0,0,0,0,0,0,0,0,0,0,1,English,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1722,,94000000,['Action'],,tt0132245,en,Driven,"Talented rookie race-car driver Jimmy Bly has started losing his focus and begins to slip in the race rankings. It's no wonder, with the immense pressure being shoveled on him by his overly ambitious promoter brother as well as Bly's romance with his arch rival's girlfriend Sophia. With much riding on Bly, car owner Carl Henry brings former racing star Joe Tanto on board to help Bly. To drive Bly back to the top of the rankings, Tanto must first deal with the emotional scars left over from a tragic racing accident which nearly took his life.",5.310558,/vtPvxgQBoNBFnnnYjS1lb6pLXtv.jpg,"['Epsilon Motion Pictures', 'Franchise Pictures', 'Trackform Film Productions', ""Mel's Cite du Cinema""]","['Australia', 'Canada', 'United States of America']",4/27/2001,116.0,"['English', 'Deutsch', 'Español']",Released,Get ready for the race of your life.,Driven,"['competition', 'running', 'career', 'idol', 'racing car']","['Kip Pardue', 'Robert Sean Leonard', 'Til Schweiger']",['Renny Harlin'],54744738,7.85,4.7,298.0,0,2001,4,27,4,5,career competition idol racing car running,0,0,0,0,0,0,0,0,0,0,3,Deutsch English Español,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
